text,source,expertise
,de_v3,Dentaltechnik
,de_v3,Demontage
,de_v3,Delivery Management
,de_v3,DeGIR Modul E
Federführende Steuerung und Überwachung der Kreditoren- und Debitorenbuchhaltung,new_data_set,Debitorenbuchhaltung
Debitoren- und Anlagenbuchhaltung,new_data_set,Debitorenbuchhaltung
,de_v3,Debitoren- und Kreditorenbuchhaltung
,de_v2,Deal Sourcing
,de_v3,DB2
DaVinci XI Operationssystem,de_v3,DaVinci XI Operationssystem
,de_v2,Dauerlauf
,new_data_set,Datev
Fundierte Kenntnisse im Umgang mit DATEV und Microsoft Office,new_data_set,DATEV
Erfahrung mit der Steuerberatersoftware DATEV ist wünschenswert,new_data_set,DATEV
,de_v3,Datenvisualisierungssystem
Im Fachbereich Angewandte Informatik ist eine Stelle als W2-Professor/in für Interaktive Datenvisualisierung zu besetzen,de_v3,Datenvisualisierung
,de_v2,Datenschutz
,de_v3,Datenmodelierungstool
Fundierte Kenntnisse im Bereich Informationstechnologie und Datenmanagement.,new_data_set,Datenmanagement
IT und Datenbanken? Sie sind technikaffin und Sie fuchsen sich schnell in neue Technologien ein.,new_data_set,Datenmanagement
Generelle IT- und Datenaffinität sowie ausgeprägtes analytisches Denken und sehr gutes Verständnis für Zahlen und Prozesse,new_data_set,Datenmanagement
,de_v3,Datenbankpflege
,de_v2,Datenbanken
"Konzeptionierung, Entwicklung und Pflege einer Schnittstelle zum Datenaustausch zwischen GIS und CAD-Systemen für Infrastrukturprojekte im Netzausbau",new_data_set,Datenaustausch
,de_v3,Datenanalyse und Business Intelligence
"Erfahrung im Bereich Data Warehousing, ETL (vorzugsweise Talend oder SSIS)",new_data_set,Data Warehousing
,new_data_set,Data Warehouse
,de_v2,Data Science
,new_data_set,Data Gouvernance
,de_v3,Data Center
,de_v3,Data Analytics
,de_v3,D-Arzt Zulassung
"Aktive Beteiligung an der Migration von Dynamics AX zu D365 in Ihrem spezialisierten Bereich (AX->D365, Finanzbuchhaltung oder Supply Chain/Warehouse WHS).",new_data_set,D365
,de_v3,D&E
,de_v3,Cyber Security
wünschenswert Customizing-Kenntnisse,new_data_set,Customizing
,de_v3,Curriculum Verkehrsmedizin
,de_v3,Cultural management
,de_v3,C-Teile
,de_v3,CRS/AIA
,de_v2,CRS
,de_v3,CRR III
,de_v3,CRM-Systemen
Sicher in der Nutzung von CRM-Systemen für Planung und Controlling von Geschäftsprozessen,new_data_set,CRM
"Enge Zusammenarbeit mit der IT - Aufbau einer ESG-Managementsoftware, Mitwirkung bei der Stammdatenvereinheitlichung, Implementierung einer BI-Lösung als Anwenderoberfläche",new_data_set,CRM
"Analyse und Anpassung von Geschäftsprozessen, um die Funktionalität von D365 optimal zu nutzen.",new_data_set,CRM
"ein routinierter Umgang mit MS-Office Produkten, einem CRM System",new_data_set,CRM
,de_v3,Cost and Financial Accounting
Gesamtverantwortung für das Corporate Marketing inklusive der Budget-Planung und -Verfolgung.,new_data_set,Corporate Marketing
"Planung, Konzeption und Steuerung der gesamten Marketing-Aktivitäten und PR-Maßnahmen",new_data_set,Corporate Marketing
Steuerung des strategischen Markenmanagements und der Marketingkampagnen mit KPI-Berichterstattung.,new_data_set,Corporate Marketing
profunde Kenntnisse in Unternehmensführung und Steuerungsstrategie,de_v1,Corporate Management
"Fundierte Kenntnisse in Arbeitsrecht, Betriebsverfassungsgesetz, Personalbeschaffung und -entwicklung",new_data_set,Corporate Management
Beratung bei betrieblichen Reorganisationen und Restrukturierungen in allen arbeitsrechtlichen Aspekten,new_data_set,Corporate Management
,de_v3,Corporate Accounting
,de_v3,Conversational AI
,de_v3,Controlling-Tool
,de_v3,Controlling/Finanzen
Weiterentwicklung der Controlling- und Reportingsysteme (operativ und strategisch) zur kaufmännischen Steuerung,new_data_set,Controlling und Prozessoptimierung
,de_v3,Controlling / Steuerung
Betriebswirtschaftslehre mit Schwerpunkt Controlling,new_data_set,Controlling
Erfolgreich abgeschlossenes BWL-Studium mit Schwerpunkt Controlling,new_data_set,Controlling
Betriebswirtschafter/-in Controlling und Finanzen,new_data_set,Controlling
,de_v3,Continuous Improvement
"Content-Management: Inhaltliche und redaktionelle Ausarbeitung von Kommunikationsmaßnahmen für Print, Online und Soziale Medien sowie Management von Content-Formaten (z.B. Videos, Podcasts)",new_data_set,Content-Management
,de_v3,Content Marketing
Erfahrung mit Content Management,new_data_set,Content Management
,de_v3,Consumer Trends
Mehrjährige Berufserfahrung im Consulting,new_data_set,Consulting
Mehrere Jahre Erfahrung in der Beratung im Public Sector mit besonderem Interesse für die Themen Personalmanagement/ Nachhaltigkeit / Prozessmanagement und IT,new_data_set,Consulting
,de_v3,Conrolling / Rechnungswesen
"Sie zeichnen sich verantwortlich für die Servicebereiche ""Field Services, Connectivity, Managed Network & Systems und Workplace & Cloud"" ",new_data_set,Connectivity
"In einem Team von Fachspezialisten betreuen Sie die komplette IT Infrastruktur On-Premise, wie auch in der Cloud.",new_data_set,Connectivity
Kenntnisse im agilen Projektmanagement und im Umgang mit Jira und Confluence,new_data_set,Confluence
"Studien, Messungen und Computersimulationen analysieren",new_data_set,Computersimulationen
Auswertung und Aufbereitung von Zahlen und Statistiken,new_data_set,Computersimulationen
Sie entwickeln die Modelle mit modernen Methoden aus Statistik und Data Science weiter.,new_data_set,Computersimulationen
,de_v3,Computer-Programmierung
,new_data_set,Computed Tomography
,de_v3,Compliance Management
Konzeptionierung von Nachhaltigkeitsstrategien & Implementierung von nachhaltigkeitsbezogenen Compliance Management Systemen,new_data_set,Compliance
"Unterstützung bei der Entwicklung und Umsetzung neuer interner Prozesse, Richtlinien und Schulungen auf der Grundlage rechtlicher und regulatorischer Anforderungen, Branchenstandards und bewährter Verfahren im Bereich Compliance und Unternehmensrecht",new_data_set,Compliance
,de_v3,Compensation policy
,de_v3,Codierungsssysteme
,de_v3,Codierung
,de_v3,Codeverwaltungssysteme
,de_v3,Coaching und Führung der MA
,de_v3,Coaching / Führung
Führungskräfte im Vertrieb- Einführung von Coaching-Maßnahmen,new_data_set,Coaching
Coaching von Unternehmern und Führungskräften,new_data_set,Coaching
"Coaching, Führung und Entwicklung Ihrer Mitarbeiter",new_data_set,Coaching
"Coaching, Führung und Entwicklung der Mitarbeiter Ihres Vertriebsteams",new_data_set,Coaching
"Mitarbeiterführung, Entwicklung und Coaching",new_data_set,Coaching
Coaching und Führung eines Teams von 4 Mitarbeitern,new_data_set,Coaching
,de_v3,CO2 Reduktion
,de_v3,CNC Drehmaschinen
Fundierte Kenntnisse bezüglich Produktions- und Automatisierungstechnik sowie CNC und Zerspannung,new_data_set,CNC
"Sie haben Erfahrungen mit CNC Bearbeitungsverfahren, digitale Fertigung, Robotertechnik, Oberflächenbearbeitung.",new_data_set,CNC
"Fundierte Erfahrung in der mechanischen Fertigung, Montage, Stanzen, CNC, Engineering, Zerspanung",new_data_set,CNC
"Versierter Umgang mit IT, idealerweise Erfahrung mit Monitoring- und CMMS-Systemen",new_data_set,CMMS-Systemen
,de_v3,Cloud-Lösungen
,de_v3,Cloud Technologien
,de_v3,Cloud Solutions
,de_v3,Cloud Services
,de_v2,Cloud Migrations
,de_v3,Cloud Engineering
,de_v3,Cloud Administration
"Darüber hinaus sollten Cloud Anbindungen sowie DDos Protection und OSPF, RIP oder MPLS Protokolle für Dich keine Fremdworte sein",new_data_set,Cloud
"Vertraut mit ERP-Software, Cloud, Microsoft 365",new_data_set,Cloud
,de_v2,Claims & Litigation
,de_v3,Claim-Management
Kenntnisse im Betrieb einer Citrix-Umgebung,new_data_set,Citrix
Erfahrung mit Citrix Virtual Apps und Desktops,new_data_set,Citrix
"NAC-Lösungen: Cisco Meraki WiFi, VMWare",new_data_set,Cisco
Idealerweise Kenntnisse in den Bereichen Cisco,new_data_set,Cisco
,de_v3,CISA
,de_v3,"CIA, CPA, ACCA"
,de_v3,CI/CD
Chirurgie mit Schwerpunkt Unfallchirurgie,new_data_set,Chirurgie
Sie sind Facharzt (m/w/d) für Orthopädie und Unfallchirurgie und verfügen über die Schwerpunktbezeichnung „Spezielle Unfallchirurgie“,new_data_set,Chirurgie
Facharzt für Orthopädie/Unfallchirurgie (w/m/d) – Fuß- Sprunggelenkschirurgie,new_data_set,Chirurgie
Fachkundige Unterstützung der Abteilung für Unfallchirurgie,new_data_set,Chirurgie
,de_v2,Chinesisch
,de_v3,chemische Rohstoffe
,de_v2,Chemikalienrecht
,de_v3,Chemietechnik
,de_v3,Chemiedistribution
"Sehr gutes technisches Verständnis, Produktions- und Verfahrenskenntnisse in der Prozessindustrie (Chemie, Pharma, etc.)",new_data_set,Chemie
Hochschulstudium der Chemie,new_data_set,Chemie
Gute technische Kenntnisse und/oder gute Industrieerfahrung auf dem Gebiet der Spezialchemikalien.,new_data_set,Chemie
Ein Hintergrund im Chemiebereich ist hilfreich,new_data_set,Chemie
,de_v3,Chemical Raw Materials
Übernehmen Sie im Team Conversational AI Verantwortung für hoch professionell entwickelte Voice- und Chatbots,new_data_set,Chatbots
,new_data_set,Chatbots
Sie haben Erfahrung im Bereich digitales Content & Media Design und Channel-Management sowie mit stufengerechter Kommunikation im Umfeld der digitalen Transformation gesammelt.,new_data_set,Channel-Management
Sie sind gewohnt in einer Partnerlandschaft (Channel) zu agieren,new_data_set,Channel
,new_data_set,Channel
,de_v3,Changeprozesse
,new_data_set,Changemanagement
Erfahrung im Projektmanagement und in der Begleitung von Veränderungsprozessen,new_data_set,Change Management
,new_data_set,Change Management
,de_v3,cerebrale Thrombektomie
,de_v3,Cell Voltage Monitoring
"Contract Development Manufacturing Organization, CDMO tätig.",new_data_set,CDMO
,de_v3,Category Management
,de_v3,Category Lead Buyer
,new_data_set,Cassandra
,de_v3,Cash-Management
,de_v3,Cashflow
Cash in / Cash out Situation für zugeordnete Projekte ermitteln und übergeordnetes CF-Tracking integrieren,new_data_set,Cash Management
"CAPA, Risiko, Qualität bei Audits",de_v3,CAPA
,de_v3,CAN-Bus
,de_v2,CAM
,de_v2,CAE/ CAD Systemen
"Sicher im Umgang mit CAE-Werkzeugen (z.B. Abaqus, Ansa, Meta, Femfat, Tosca etc.)",new_data_set,CAE
,de_v2,CAD-Kenntnisse
,new_data_set,CAD/CAM
Gute CAD-Kenntnisse (bevorzugt Inventor),new_data_set,CAD
"CAD-Anwenderkenntnisse (Autodesk), Projektmanagement-Tools",new_data_set,CAD
"Fundierte Kenntnisse in relevanten Softwaretools (z.B. Statiksoftware, CAD-Programme)",new_data_set,CAD
"Sichere Kenntnisse in MS Office, Erfahrung mit CAD-Programmen ist wünschenswert",new_data_set,CAD
"Solide CAD-Kenntnisse, z.B. AutoCAD, HighCAD o.ä.",new_data_set,CAD
Sicherer Umgang mit 3D-CAD-Systemen,new_data_set,CAD
Sie verfügen über fundierte CAD-Kenntnisse und Umgang mit den gängigen Planungstools,new_data_set,CAD
Sie besitzen fundierte Kenntnisse in den Programmiersprachen C / C++.,new_data_set,C++
Exzellente Kenntnisse in den Programmiersprachen C und C++,new_data_set,C++
Fundierte Kenntnisse in der Programmierung von C/C++,new_data_set,C++
Fundierte Kenntnisse in C++ Programmierung und Erfahrung im Bereich Computer Vision.,new_data_set,C++
Gute Kenntnisse in C/C++ und Linux.,new_data_set,C++
Erfahrung in der Programmierung von Microcontrollern mit C/C++.,new_data_set,C++
Expertise in den Programmiersprachen C/C++ und Python auf höchstem Niveau.,new_data_set,C++
Sehr gute C/C++ und Embedded Systemkenntnisse,new_data_set,C/C++
Sie besitzen fundierte Kenntnisse in den Programmiersprachen C / C++.,new_data_set,C/C++
Fundierte Erfahrungen in C/C++,new_data_set,C/C++
Exzellente Kenntnisse in den Programmiersprachen C und C++,new_data_set,C/C++
Fundierte Kenntnisse in der Programmierung von C/C++,new_data_set,C/C++
Gute Programmierkenntnisse in C# (.NET) und/oder Java,new_data_set,C#
Von Vorteil sind Kenntnisse in der Low-Code-Programmierung,new_data_set,C#
Sehr gute Kenntnisse in C#,new_data_set,C#
"Sie verfügen über fundierte Kenntnisse in Embedded Linux, C#, C++ und Javascript und schrecken nicht davor zurück, in seltenen Situationen einmal selbst zu programmieren",new_data_set,C#
BWL/VWL mit einschlägiger Branchenerfahrung,new_data_set,BWL
Abgeschlossenes Studium der BWL oder Wirtsch.-Ing.-Wesen,new_data_set,BWL
"Wirtschaftsinformatik, BWL oder einer vergleichbaren Fachrichtung",new_data_set,BWL
Kenntnisse automobiler Bussysteme und elektronischer Komponenten,new_data_set,Bussysteme
Idealerweise Erfahrung in Safety Integrated sowie Kenntnisse in Profinet/Profibus.,new_data_set,Bussysteme
"Fundierte Kenntnisse in Digitaltechnik sowie in Bussystemen, inklusive der Schaltplanerstellung mit Altium Designer.",new_data_set,Bussysteme
"(Erste) Erfahrung mit Bussystemen, Umrichtertechnik, Sensorik von Vorteil",new_data_set,Bussysteme
Die hochwertigen Komponenten und Systeme werden von sämtlichen großen Automobilherstellern in allen PKW-Varianten (Elektro/Verbrenner/Hybrid) und auch in LKW eingesetzt.,new_data_set,Bussysteme
,de_v3,Business-Coaching
"Regelmäßige Überprüfung des Umsatz- und Finanzplans, Teilnahme an Business Reviews",new_data_set,Business Reviews
,de_v3,Business Intelligence
,new_data_set,Business Development
,de_v2,Business Controlling
,de_v3,Business Case Berechnung und Bewertung
,de_v3,Business Analysis
,de_v3,Business Administration
,de_v2,Büroorganisation
,de_v2,Büroleitung
,de_v3,Bundes-Immissionsschutzgesetz
,de_v3,Building Technology
,de_v3,Building Construction Management
,de_v3,Budgetverwaltung
Budgetverantwortung für den Bereich Logistik,new_data_set,Budgetverantwortung
Budget- / Kostenmanagement (Monitoring des mitaufzustellenden Jahresbudgets für,new_data_set,Budgetverantwortung
"Haushaltsplanung, Budgetverwaltung und Kostenkontrolle im Rahmen der Friedhofsverwaltung unter Beachtung aller Erhaltungs- und Entwicklungserfordernisse",new_data_set,Budgetverantwortung
Kostenplanung sowie Budgetverantwortung sowie Kosten- und Projektcontrolling,new_data_set,Budgetverantwortung
Als Mitglied der Geschäftsleitung tragen Sie die Budgetverantwortung und erstellen entsprechende Auswertungen und Reports die als Entscheidungsgrundlage dienen,new_data_set,Budgetverantwortung
Budget- und Kostenstellenverantwortung,new_data_set,Budgetverantwortung
Sie verantworten die Budgetplanung und -kontrolle gemäß Zielen und Vorgaben in enger Abstimmung mit der Geschäftsführung.,new_data_set,Budgetverantwortung
"Planung, Umsetzung und Überprüfung von Budget- und Produktionszielen",new_data_set,Budgetverantwortung
Unterstützen der Budgetplanung durch Bereitstellen konkreter Planzahlen,new_data_set,Budgetverantwortung
"Budgetverantwortung (für Bauteile, Werkzeuge, Dienstleistungen) und Kostencontrolling",new_data_set,Budgetverantwortung
"Sie haben auch die kaufmännischen Aufgaben im Blick, unterstützen bei Erstellung des Wirtschaftsplans, der Investitionspläne und -strategien und haben Budgetverantwortung für den gesamten technischen Bereich.",new_data_set,Budgetverantwortung
"Planung und Monitoring der Investitions-, Wartungs- und Dienstleistungsbudgets",new_data_set,Budgetverantwortung
Planung und Überwachung des Budgets,new_data_set,Budgetverantwortung
Posten mit Budgetverantwortung,new_data_set,Budgetverantwortung
Projekt- und Bauleitung mit Budgetverantwortung,new_data_set,Budgetverantwortung
Erfahrung im Bereich der Mitarbeiterführung sowie der Ergebnis- und Budgetverantwortung,new_data_set,Budgetverantwortung
,de_v2,Budgetüberwachung
,de_v3,Budgetplanung und -kontrolle
,de_v3,Budgetplanung und Budgetverantwortung
,de_v2,Budgetplanung - und controlling
jährliche Budgetplanung aller Produktionskennzahlen,new_data_set,Budgetplanung
,new_data_set,Budgetplanung
,de_v3,Budgetkontrolle
"Sie haben Erfahrung rund um die Budgetplanung & -kontrolle, Kosten- und Profitrechnung, Kostenkalkulation und der Etablierung von entsprechenden Reporting-Strukturen und Prozesse.",new_data_set,Budgetierung und Kostenmanagement
,de_v3,Budgetierung und Forecasting
,de_v3,Budgetierung
Koordination und federführende Gestaltung der Investitions- und Budgeterstellung,new_data_set,Budgeterstellung
"Koordination, Beratung und Finanzierung",new_data_set,Budgeterstellung
,de_v3,"Budget-, Umsatz-, und Ergebnisverantwortung"
,de_v3,Budget- und Ergebnisverantwortung (P&L)
,de_v3,Budget Planning
mehrjähriger Erfahrung in der Buchhaltung,new_data_set,Buchhaltung
,new_data_set,Buchhaltung
,de_v3,BSI-Standards
"Bronchoskopie mit Durchführung aller bioptischer Verfahren und mit Einsatz interventioneller Techniken, EBUS",new_data_set,Bronchoskopie
,de_v3,BremTtVG
,de_v3,Breitbandausbau
Standardisierung/Weiterentwicklung der Arbeitssicherheits- und Brandschutzstandards,new_data_set,Brandschutz
,de_v2,Brandschadensanierung
,new_data_set,Brandmeldeanlagen
,de_v3,Brand Marketing
Du verfügst über Erfahrungen bei der Prozessmodellierung auf Basis BPMN 2.0 ,new_data_set,BPMN 2.0
Kenntnisse der BOStrab und DIN 1076,de_v3,BOStrab
,de_v2,Bornetzentwicklungsprozesse
Feststellung der Notenbankfähigkeit von Wirtschaftsunternehmen bzw. Schuldnern im Rahmen ihrer geldpolitischen Geschäfte nutzen,de_v2,Bonitätsanalyse
Sie besitzen entscheidungssichere Kenntnisse in der Bonitäts- und Liquiditätsanalyse sowie in der Sicherheitenbearbeitung,new_data_set,Bonitäts- und Liquiditätsanalyse
,de_v3,Bolzenschweißen
,new_data_set,Blockheizkraftwerke
,new_data_set,Blechverarbeitung
,de_v3,Blechtechnologie
,de_v3,Blechbearbeitung
,de_v3,BI-Tools
,de_v3,BI-Systemen
,de_v3,Bio-Produkte
,de_v3,Biomassekraftwerke
Sie verfügen über eine akademische Ausbildung und umfangreiche Führungserfahrung im Geschäftsfeld Biologics / CDMO.,new_data_set,Biologics
Kenntnisse im Bereich Planungs-Modellierung (BIM),new_data_set,BIM
Sie analysieren und überwachen BIM-Prozesse.,new_data_set,BIM
,de_v3,Bildungsmanagement
,de_v3,Bildungsarbeit
,de_v3,Bilanzierung
,de_v2,Bilanzbuchhaltung (Steuerberatung)
Abgeschlossenes betriebswirtschaftliches Studium mit Schwerpunkt Finanzen und Steuern oder eine abgeschlossene kaufmännische Ausbildung mit Weiterbildungen in der Bilanzbuchhaltung,new_data_set,Bilanzbuchhaltung
Studium oder eine kaufmännische Aus- und Weiterbildung mit entsprechender Berufserfahrung in der Bilanzbuchhaltung,new_data_set,Bilanzbuchhaltung
,de_v2,Bilanzbuchhalter
,de_v3,BI Tools
Kenntnisse in SAP und BI-Tools,new_data_set,BI
Verantwortlich für Entscheidungsfindung mit ergänzenden BI-Visualisierungen,new_data_set,BI
,de_v3,BG-Wesen
,de_v3,Bewerbungsgespräche
,de_v3,Bewerbermanagement
"Erfolgreich abgeschlossenes Studium der Wirtschaftswissenschaften, Betriebswirtschaftslehre oder vergleichbare Qualifikation",new_data_set,Betriebswirtschaftslehre
"Erfolgreich abgeschlossenes Hochschulstudium der Wirtschafts- oder Medienwissenschaften, idealerweise mit dem Schwerpunkt Marketing oder eine vergleichbare Qualifikation",new_data_set,Betriebswirtschaftslehre
Erfolgreich abgeschlossenes wirtschaftswissenschaftliches Masterstudium mit relevanten Studienschwerpunkten oder vergleichbare Qualifikation (z.B. in Verwaltungs- oder Rechtswissenschaften),new_data_set,Betriebswirtschaftslehre
Erfolgreich abgeschlossenes Studium der Wirtschafts- oder Rechtswissenschaften oder vergleichbare Qualifikation,new_data_set,Betriebswirtschaftslehre
Sie verfügen über ein erfolgreich abgeschlossenes betriebswirtschaftliches Studium oder haben eine vergleichbare Qualifikation,new_data_set,Betriebswirtschaftslehre
abgeschlossenes betriebswirtschaftliches Studium,new_data_set,Betriebswirtschaftslehre
"Fundierte Kenntnisse im Arbeits-, Sozialversicherungs- und Betriebsverfassungsrecht",new_data_set,Betriebsverfassungsrecht
"Bewandert im Arbeitsrecht, in der Betriebswirtschaft und im Sicherheitswesen",new_data_set,Betriebsverfassungsrecht
Kenntnisse im Arbeits- und Betriebsverfassungsgesetz,new_data_set,Betriebsverfassungsrecht
,de_v3,Betriebsverfassungsgesetz
,de_v2,Betriebsverfassungrecht
"Mehrjährige Berufserfahrung im Bereich Haus- und Betriebstechnik, vorzugsweise im Gesundheitswesen.",new_data_set,Betriebstechnik
,de_v3,Betriebsprüfung
,de_v3,Betriebsorganisation
,de_v3,Betriebsmittelkonstruktion
,de_v3,Betriebsmittel
,de_v2,Betriebsmedizin
,de_v3,Betriebsleitung
Verantwortlich für den wirtschaftlichen Einsatz der Produktionsressourcen gemäß den kalkulierten Vorgaben,new_data_set,Betriebsführung
Erster Kontakt für Kunden bei Fragestellungen und Übernahme des 1st und 2nd Level Supports,new_data_set,Betriebsführung
Sie ermitteln kunden- bzw. projektbezogen Materialbedarf und stellen durch Überwachung von Beständen und Reichweiten ein optimales Lagerbestandsmanagement sowie eine reibungslose Versorgung innerhalb der Supply Chain sicher,new_data_set,Betriebsführung
Zeitgerechtes Monitoring kritischer vertragsrelevanter Entwicklungen und anstehender Vertragsänderungen sowie ganzheitlicher Projektsupport bei Vertragsabweichungen im Projekt durch die Koordination von Claims/Nachträgen,new_data_set,Betriebsführung
Organisation und Überwachung der Betriebsprozesse,new_data_set,Betriebsführung
"Produktivitätssteigerung, Prozessoptimierung, Projektmanagement in Einkauf, Logistik, Produktion und Instandhaltung",new_data_set,Betriebsführung
"Übergreifende Überwachung und Beurteilung der Subunternehmen bezüglich Qualifikation, Ausführung, Termineinhaltung, Qualität, Zusatzleistungen, Regiezeiten und Regiearbeiten",new_data_set,Betriebsführung
Laufend überprüfen Sie die SAP-ERP System im Hinblick auf die korrekte Abbildung der Produktionsprozesse,new_data_set,Betriebsführung
Mindestens 2 Jahre Berufserfahrung in der Fertigungsplanung bzw. Prozessentwicklung,new_data_set,Betriebsführung
Mitarbeit bzw. Übernahme der Verantwortung in freigegebenen Projekten und Strategien einschließlich der Weiterentwicklung bestehender und neuer Geschäftsmodelle,new_data_set,Betriebsführung
"Einschlägige Erfahrung im Bereich Betrieb, Planung und Instandhaltung der Krankenhausbetriebstechnik sowie Versorgungstechnik",new_data_set,Betriebsführung
"Strukturierung, Koordination und Priorisierung der Arbeiten entsprechend den Anforderungen des Unternehmens",new_data_set,Betriebsführung
"Planung, Koordination und Optimierung von Produktions- und Logistikprozessen",new_data_set,Betriebsführung
"Überwachung der Leistungserbringung durch Subunternehmen aus Sicherheits-, Kosten-, Termin- und Qualitätssicht in enger Abstimmung mit der Bauleitung vor Ort",new_data_set,Betriebsführung
Steuerung und Optimierung der Arbeitsabläufe und Prozesse,new_data_set,Betriebsführung
"Sie führen Ihr Innendienst-Team und entwickeln Ihre MitarbeiterInnen durch gemeinsame Workshops aber auch durch individuelle, gezielte Fördermaßnahmen",new_data_set,Betriebsführung
Sie organisieren Schulungen und erstellen Betriebsanweisungen,new_data_set,Betriebsführung
"Gute LEH-Kenntnisse, insbesondere Verständnis für Category Management",new_data_set,Betriebsführung
Relevante Berufserfahrung in der Klassifizierung / Zertifizierung idealerweise in der maritimen Infrastruktur,new_data_set,Betriebsführung
die organisatorischen Abläufe im operativen Geschäft,new_data_set,Betriebsführung
"Anlagenwartung, -optimierung & -instandsetzung",new_data_set,Betriebsführung
Sie treiben die Prozess- und Systemoptimierung zur Ermittlung und Aufbereitung relevanter Informationen des Vertriebs voran,new_data_set,Betriebsführung
"Du sorgst für die Umsetzung der vereinbarten Leistungen, immer mit dem Ziel der höchsten Kundenzufriedenheit.",new_data_set,Betriebsführung
Projektsteuerung kompletter Geschäftsvorfälle von der Anfrage bis zur Auslieferung unter Einhaltung von vorgegebenen Auftragseingangs- und Umsatzzielen sowie der budgetierten Kosten- und Erlösvorgaben,new_data_set,Betriebsführung
"Überwachung und Einhaltung der Kosten, Termine und der Qualität sowie die Sicherstellung der Kundenzufriedenheit im Projekt",new_data_set,Betriebsführung
,de_v2,betriebliches Steuerwesen
,de_v3,betriebliches Entgeltmanagement
,de_v2,betriebliche Sicherheit
,de_v3,Betrieb und Facility Management
,de_v3,Betreuung von Kunden
,de_v3,Beteilungscontrolling
Know-how im Beteiligungscontrolling,new_data_set,Beteiligungscontrolling
Aufgaben im Beteiligungscontrolling,new_data_set,Beteiligungscontrolling
,de_v3,Beteiligungen
,de_v3,Best-Practice-Prozessen
,de_v3,Bestellungen
,de_v3,Bestandsmanagement
,new_data_set,Bestandskundenpflege
,de_v3,Beständigkeit
"Fachliche, technische Beratung zu beschichtungsgerechten Konstruktionen",new_data_set,Beschichtungstechnik
,de_v3,Beschichtungen
,de_v2,Beschaffungsprozesse
,de_v3,Beschaffungsprozess
,de_v2,Beschaffungscontrolling
,de_v3,Beschaffung und Bewertung von Nachunternehmerangeboten
,de_v3,Beschaffung & Logistik
Sie wirken bei der Optimierung von Beschaffungsprozessen mit,new_data_set,Beschaffung
Sie identifizieren in Zusammenarbeit mit Fachabteilungen und lokalen Einkaufsorganisationen Einsparmaßnahmen.,new_data_set,Beschaffung
Berichtswesen an den Niederlassungsleiter,new_data_set,Berichtswesen
Berichterstattung an das Management,new_data_set,Berichtswesen
Berichtswesen an den Leiter Anlagenbau,new_data_set,Berichtswesen
,de_v3,Berichtserstattung
,de_v3,Bereichsleitung Pflege
,new_data_set,Bereichsleitung
,de_v2,Berechnungen FEM
die Option sich zum Experten für die Berechnung von hochanspruchsvollen E-Antrieben zu entwickeln,de_v3,Berechnung von E-Antrieben
Experte für elektromagnetische Berechnung,new_data_set,Berechnung
,de_v2,Beratung von Unternehmen
Sie bringen das Rüstzeug eines gestandenen Beraters mit und kennen und nutzen die Parameter zur erfolgreichen Umsetzung von ERP-Projekten.,new_data_set,Beratung
,de_v3,Benchmarking
Globale Benchmarkanalysen,de_v3,Benchmarkanalysen
,de_v3,"Belieferungskonzepte (JIS, JIT)"
,new_data_set,Beleuchtungstechnik
als Sales Manager in der Beleuchtungsbranche,new_data_set,Beleuchtung
,de_v2,Beleuchnungstechnik
,de_v3,Begutachtung
,new_data_set,Beförderungsdokumente
Erfahrung im Vertrieb aus den Bereichen Befestigungstechnik,new_data_set,Befestigungstechnik
,new_data_set,Bedarfsplanung
,de_v3,Bedarfsanalysen
,de_v3,Bearbeitung von Reklamationen
,de_v3,Bearbeitung von Holz
,de_v3,BCM global
,new_data_set,Bauwesen
Technische Projektsteuerung und Bauwerksunterhaltung,new_data_set,Bauwerksunterhaltung
,de_v3,Bauwerksprüfung
,de_v2,Bauvorschriften
,de_v2,Bauvertragsrecht
,new_data_set,Bauüberwachung
,de_v2,Bautrocknung
,de_v3,Bauträgerbetreuung
,de_v2,Bauteilentwicklung Kunststoffteile
,de_v3,bautechnischer Dienst
Abteilungsleitung Bautechnik,new_data_set,Bautechnik
Kenntnisse im Holz- oder Baustoffhandel,new_data_set,Baustoffhandel
,de_v3,Baustoffe
"Du hast fundierte Erfahrungen im Bereich Statik, Montage- und Baustellenplanung für Photovoltaikanlagen",new_data_set,Baustellenplanung
,new_data_set,Baustellencontrolling
"Umfangreiche Kenntnisse/Erfahrungen im Baurecht, VOB, HOAI, Baumanagement, Vertragswesen, Ausschreibungen und Nachunternehmergeschäft",new_data_set,Baurecht
"Kenntnisse im Baurecht, in bautechnischen Normen und Vorschriften",new_data_set,Baurecht
Kenntnisse aus den Bereichen Bauraumuntersuchung und Toleranzberechnung,new_data_set,Bauraumuntersuchung
,de_v3,Bauprojektmanagement
,new_data_set,Bauprojektleitung
,new_data_set,Bauprojekte
"Fundierte Kenntnisse in der Bauplanung, Baurecht und im öffentlichen Vergaberecht.",new_data_set,Bauplanung
Gute Kenntnisse in der Bauphysik,new_data_set,Bauphysik
Gutes bautechnisches Verständnis ist notwendig,new_data_set,Bauphysik
Fundierte Kenntnisse im Bereich des Baurechts und der Bauordnung,new_data_set,Bauordnung
